Spiel 77 ;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 26. Kalenderwoche 2008;;;;
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;Gewinnzahl;;;;;;End-;Spieleinsatz;              Klasse I;;Jackpot;Klasse II;Klasse III;Klasse IV;Klasse V;Klasse VI;Klasse VII;;;;
12.;19.03.;MI;1;3;0;0;5;7;0;4.784.194,50   ;1  x   ;1.070.000,00   ;94.575,90   ;3  x   ;25  x   ;194  x   ;2.373  x   ;22.742  x   ;230.081  x   ;;;;
;22.03.;SA;7;7;7;0;1;6;5;11.953.633,50   ;JP;;891.883,30   ;9  x   ;93  x   ;834  x   ;8.613  x   ;87.455  x   ;831.573  x   ;;;;
13.;26.03.;MI;8;4;7;1;1;1;5;4.799.955,00   ;JP;;1.212.040,30   ;1  x   ;19  x   ;266  x   ;2.969  x   ;31.521  x   ;335.424  x   ;;;;
;29.03.;SA;2;3;7;5;3;1;2;12.478.704,00   ;JP;;2.044.369,90   ;3  x   ;82  x   ;673  x   ;6.925  x   ;67.376  x   ;664.592  x   ;;;;
14.;02.04.;MI;3;7;5;1;1;7;7;4.760.184,00   ;JP;;2.361.874,20   ;5  x   ;31  x   ;371  x   ;3.514  x   ;37.067  x   ;318.088  x   ;;;;
;05.04.;SA;3;1;6;7;4;5;8;11.983.378,50   ;1  x   ;3.070.000,00   ;91.165,50   ;3  x   ;83  x   ;884  x   ;8.704  x   ;86.434  x   ;817.170  x   ;;;;
15.;09.04.;MI;5;8;2;4;5;1;5;4.960.272,00   ;JP;;422.015,60   ;3  x   ;30  x   ;330  x   ;3.471  x   ;32.995  x   ;351.730  x   ;;;;
;12.04.;SA;9;5;2;9;5;7;3;11.668.333,50   ;1  x   ;1.170.000,00   ;30.293,40   ;7  x   ;67  x   ;706  x   ;7.052  x   ;70.594  x   ;700.957  x   ;;;;
16.;16.04.;MI;1;8;2;3;1;8;1;4.786.912,50   ;JP;;349.580,50   ;3  x   ;19  x   ;230  x   ;2.505  x   ;24.771  x   ;252.573  x   ;;;;
;19.04.;SA;6;0;0;5;8;2;7;11.548.449,00   ;JP;;1.119.862,00   ;7  x   ;76  x   ;870  x   ;8.266  x   ;83.167  x   ;798.388  x   ;;;;
17.;23.04.;MI;2;1;6;1;3;4;3;4.479.510,00   ;1  x   ;1.370.000,00   ;48.645,30   ;1  x   ;36  x   ;304  x   ;2.686  x   ;26.611  x   ;271.749  x   ;;;;
;26.04.;SA;9;4;2;6;3;7;2;11.463.031,50   ;JP;;813.229,50   ;7  x   ;58  x   ;649  x   ;6.134  x   ;60.746  x   ;608.881  x   ;;;;
18.;30.04.;MI;2;5;3;2;4;4;3;4.595.427,00   ;JP;;1.119.744,50   ;6  x   ;32  x   ;277  x   ;2.636  x   ;27.744  x   ;279.148  x   ;;;;
;03.05.;SA;0;5;4;0;2;1;7;11.451.192,00   ;1  x   ;1.870.000,00   ;13.539,00   ;7  x   ;88  x   ;762  x   ;7.737  x   ;77.484  x   ;800.190  x   ;;;;
19.;07.05.;MI;9;0;8;4;5;3;5;4.743.169,50   ;2  x   ;170.000,00   ;0,00   ;1  x   ;49  x   ;356  x   ;3.784  x   ;36.478  x   ;339.321  x   ;;;;
;10.05.;SA;7;6;7;7;6;4;0;12.087.367,50   ;JP;;806.227,40   ;3  x   ;65  x   ;568  x   ;5.576  x   ;56.216  x   ;561.737  x   ;;;;
20.;14.05.;MI;0;8;7;4;2;0;7;5.290.744,50   ;1  x   ;1.070.000,00   ;89.120,10   ;1  x   ;30  x   ;322  x   ;3.161  x   ;32.199  x   ;364.194  x   ;;;;
;17.05.;SA;6;7;6;1;0;2;5;11.408.689,50   ;2  x   ;370.000,00   ;110.079,70   ;5  x   ;96  x   ;814  x   ;7.761  x   ;83.963  x   ;810.206  x   ;;;;
21.;21.05.;MI;1;2;0;7;8;0;8;4.751.049,00   ;JP;;426.974,70   ;2  x   ;34  x   ;283  x   ;2.815  x   ;26.767  x   ;323.287  x   ;;;;
;24.05.;SA;7;2;0;5;1;9;2;11.564.584,50   ;1  x   ;1.170.000,00   ;28.332,50   ;7  x   ;58  x   ;618  x   ;6.014  x   ;59.455  x   ;617.094  x   ;;;;
22.;28.05.;MI;3;5;7;3;8;0;9;5.054.574,00   ;JP;;365.472,60   ;unbesetzt;26  x   ;241  x   ;2.391  x   ;25.186  x   ;289.287  x   ;;;;
;31.05.;SA;6;7;3;5;6;9;3;11.365.941,00   ;2  x   ;470.000,00   ;183.580,90   ;4  x   ;73  x   ;649  x   ;6.479  x   ;63.923  x   ;695.578  x   ;;;;
23.;04.06.;MI;7;8;5;1;7;3;8;4.465.089,00   ;1  x   ;470.000,00   ;11.402,30   ;4  x   ;21  x   ;313  x   ;3.090  x   ;30.213  x   ;299.268  x   ;;;;
;07.06.;SA;9;0;1;3;8;0;5;11.518.191,00   ;JP;;779.665,60   ;7  x   ;85  x   ;644  x   ;6.794  x   ;68.521  x   ;834.134  x   ;;;;
24.;11.06.;MI;2;6;0;9;7;7;0;4.833.226,50   ;JP;;1.102.041,80   ;2  x   ;25  x   ;264  x   ;2.194  x   ;22.766  x   ;227.934  x   ;;;;
;14.06.;SA;2;6;5;2;2;2;9;12.094.521,00   ;3  x   ;570.000,00   ;198.746,40   ;8  x   ;65  x   ;699  x   ;6.773  x   ;71.379  x   ;710.543  x   ;;;;
25.;18.06.;MI;5;9;3;6;6;0;9;4.570.557,00   ;JP;;503.602,60   ;3  x   ;24  x   ;214  x   ;2.454  x   ;22.242  x   ;260.289  x   ;;;;
;21.06.;SA;9;8;8;6;5;0;6;11.420.164,50   ;1  x   ;1.170.000,00   ;95.327,60   ;4  x   ;68  x   ;704  x   ;6.218  x   ;61.970  x   ;718.003  x   ;;;;
26.;25.06.;MI;0;1;6;5;1;6;6;4.402.363,50   ;1  x   ;370.000,00   ;18.965,20   ;1  x   ;23  x   ;326  x   ;2.970  x   ;31.109  x   ;275.826  x   ;;;;
;28.06.;SA;1;6;5;4;5;9;9;11.273.788,50   ;JP;;770.926,90   ;7  x   ;57  x   ;650  x   ;6.404  x   ;66.063  x   ;664.345  x   ;;;;
;;;;;;;;Gewinne Gesamt;;;26   ;;;250   ;2.687   ;26.444   ;261.113   ;2.620.709   ;26.455.224   ;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
Spiel 77 ;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 27. - 52. Kalenderwoche 2008;;;;
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;Gewinnzahl;;;;;;End-;Spieleinsatz;              Klasse I;;Jackpot;Klasse II;Klasse III;Klasse IV;Klasse V;Klasse VI;Klasse VII;;;;
KW;2008;Ziehung;;;;;;;ziffer;;        ab 170.000,00 Euro;;Euro;70.000,00 Euro;7.000,00 Euro;700,00 Euro;70,00 Euro;7,00 Euro;2,50 Euro;;;;
;;;;;;;;;;Euro;Gewinne;Euro;;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne;Gewinne;;;;
27.;02.07.;MI;6;8;5;0;5;1;0;4.739.428,50   ;JP;;1.087.046,80   ;3  x   ;19  x   ;226  x   ;2.178  x   ;21.871  x   ;222.981  x   ;;;;
;05.07.;SA;9;9;2;9;3;2;3;11.250.648,00   ;JP;;1.837.465,00   ;9  x   ;65  x   ;704  x   ;6.750  x   ;68.834  x   ;683.891  x   ;;;;
28.;09.07.;MI;4;0;7;1;9;5;6;4.468.639,50   ;JP;;2.135.523,30   ;8  x   ;46  x   ;444  x   ;2.921  x   ;30.002  x   ;284.100  x   ;;;;
;12.07.;SA;6;5;3;6;1;1;5;11.420.971,50   ;1  x   ;2.870.000,00   ;27.302,10   ;11  x   ;69  x   ;757  x   ;7.285  x   ;78.261  x   ;818.968  x   ;;;;
29.;16.07.;MI;7;7;4;8;9;3;8;4.410.538,50   ;1  x   ;270.000,00   ;51.485,00   ;1  x   ;23  x   ;273  x   ;3.035  x   ;29.940  x   ;295.743  x   ;;;;
;19.07.;SA;1;7;0;1;7;4;5;11.274.160,50   ;1  x   ;770.000,00   ;33.471,50   ;9  x   ;82  x   ;844  x   ;8.367  x   ;83.079  x   ;805.720  x   ;;;;
30.;23.07.;MI;2;3;6;4;5;9;2;4.677.439,50   ;JP;;345.456,70   ;1  x   ;19  x   ;250  x   ;2.399  x   ;23.480  x   ;246.395  x   ;;;;
;26.07.;SA;8;8;6;3;8;0;6;10.966.146,00   ;1  x   ;1.070.000,00   ;6.898,60   ;13  x   ;51  x   ;616  x   ;5.899  x   ;59.890  x   ;694.992  x   ;;;;
31.;30.07.;MI;8;6;3;1;4;4;0;4.486.506,00   ;JP;;306.148,60   ;unbesetzt;19  x   ;218  x   ;2.209  x   ;20.582  x   ;210.270  x   ;;;;
;02.08.;SA;4;5;2;7;0;2;6;11.555.802,00   ;JP;;1.076.920,60   ;4  x   ;70  x   ;703  x   ;6.804  x   ;72.830  x   ;721.814  x   ;;;;
32.;06.08.;MI;6;3;4;0;4;1;9;4.421.523,00   ;JP;;1.371.836,20   ;unbesetzt;23  x   ;257  x   ;2.441  x   ;24.116  x   ;250.550  x   ;;;;
;09.08.;SA;1;4;4;4;5;4;1;11.265.010,50   ;JP;;2.123.212,40   ;5  x   ;62  x   ;577  x   ;5.765  x   ;57.137  x   ;582.792  x   ;;;;
33.;13.08.;MI;9;6;0;5;7;7;7;4.759.261,50   ;JP;;2.440.655,10   ;10  x   ;58  x   ;471  x   ;5.265  x   ;35.036  x   ;316.829  x   ;;;;
;16.08.;SA;2;7;5;6;6;9;3;11.784.292,50   ;1  x   ;3.170.000,00   ;56.667,40   ;8  x   ;58  x   ;683  x   ;7.025  x   ;67.327  x   ;723.081  x   ;;;;
34.;20.08.;MI;6;0;8;2;1;7;6;5.384.155,50   ;JP;;415.790,60   ;1  x   ;39  x   ;319  x   ;3.440  x   ;33.380  x   ;346.206  x   ;;;;
;23.08.;SA;8;2;1;6;7;9;5;12.706.924,50   ;JP;;1.263.342,50   ;8  x   ;100  x   ;849  x   ;8.751  x   ;86.245  x   ;912.206  x   ;;;;
35.;27.08.;MI;1;4;5;3;6;8;3;6.500.361,00   ;2  x   ;770.000,00   ;156.916,60   ;8  x   ;41  x   ;397  x   ;3.874  x   ;38.735  x   ;405.210  x   ;;;;
;30.08.;SA;8;0;1;4;7;2;9;11.575.863,00   ;3  x   ;270.000,00   ;119.026,70   ;7  x   ;69  x   ;737  x   ;6.858  x   ;68.260  x   ;680.659  x   ;;;;
36.;03.09.;MI;3;8;1;4;0;5;0;4.825.296,00   ;JP;;440.873,90   ;5  x   ;29  x   ;221  x   ;2.279  x   ;23.830  x   ;229.167  x   ;;;;
;06.09.;SA;1;4;1;6;7;9;6;11.862.172,50   ;JP;;1.232.080,80   ;6  x   ;74  x   ;706  x   ;7.173  x   ;72.483  x   ;749.026  x   ;;;;
37.;10.09.;MI;4;4;1;0;6;8;6;5.333.641,50   ;JP;;1.587.834,70   ;1  x   ;35  x   ;328  x   ;3.498  x   ;33.221  x   ;344.034  x   ;;;;
;13.09.;SA;5;2;4;3;6;4;0;12.744.303,00   ;2  x   ;1.170.000,00   ;97.879,80   ;2  x   ;62  x   ;595  x   ;6.068  x   ;59.438  x   ;592.637  x   ;;;;
38.;17.09.;MI;7;5;6;4;7;6;5;6.327.174,00   ;2  x   ;170.000,00   ;179.902,20   ;6  x   ;56  x   ;454  x   ;4.589  x   ;46.040  x   ;444.858  x   ;;;;
;20.09.;SA;5;3;4;8;9;8;3;11.414.044,50   ;1  x   ;870.000,00   ;71.219,00   ;15  x   ;84  x   ;653  x   ;6.939  x   ;67.636  x   ;704.599  x   ;;;;
39.;24.09.;MI;6;5;1;3;9;6;0;4.723.857,00   ;JP;;386.300,30   ;3  x   ;31  x   ;222  x   ;2.353  x   ;22.494  x   ;224.057  x   ;;;;
;27.09.;SA;8;0;9;1;2;4;6;11.601.192,00   ;1  x   ;1.070.000,00   ;90.099,80   ;10  x   ;86  x   ;770  x   ;7.734  x   ;75.892  x   ;730.711  x   ;;;;
40.;01.10.;MI;9;3;7;1;6;4;7;4.554.751,50   ;JP;;393.901,70   ;1  x   ;33  x   ;322  x   ;3.264  x   ;31.813  x   ;301.495  x   ;;;;
;04.10.;SA;2;2;2;8;7;1;5;11.155.672,50   ;JP;;1.137.985,10   ;10  x   ;86  x   ;719  x   ;7.725  x   ;77.044  x   ;812.093  x   ;;;;
41.;08.10.;MI;2;1;5;1;8;2;1;4.811.601,00   ;1  x   ;1.370.000,00   ;88.918,90   ;3  x   ;23  x   ;258  x   ;2.533  x   ;25.815  x   ;247.918  x   ;;;;
;11.10.;SA;4;3;2;8;0;9;1;11.795.791,50   ;1  x   ;870.000,00   ;5.698,20   ;12  x   ;51  x   ;588  x   ;5.560  x   ;57.162  x   ;612.871  x   ;;;;
42.;15.10.;MI;9;8;0;7;9;0;0;4.474.953,00   ;JP;;304.177,60   ;1  x   ;27  x   ;224  x   ;2.441  x   ;24.283  x   ;213.854  x   ;;;;
;18.10.;SA;7;7;9;1;5;8;0;11.257.459,50   ;JP;;1.055.050,10   ;5  x   ;61  x   ;489  x   ;5.079  x   ;51.695  x   ;526.360  x   ;;;;
43.;22.10.;MI;0;9;6;8;2;8;5;4.733.926,50   ;1  x   ;1.370.000,00   ;803,00   ;2  x   ;41  x   ;319  x   ;3.348  x   ;32.886  x   ;345.790  x   ;;;;
;25.10.;SA;8;0;3;3;5;2;2;11.676.255,00   ;JP;;779.609,20   ;6  x   ;67  x   ;659  x   ;6.385  x   ;62.818  x   ;618.729  x   ;;;;
44.;29.10.;MI;9;8;9;0;6;2;1;5.337.081,00   ;JP;;1.135.592,50   ;3  x   ;27  x   ;280  x   ;2.978  x   ;29.198  x   ;280.229  x   ;;;;
;01.11.;SA;6;7;9;9;5;6;5;12.344.109,00   ;JP;;1.958.944,60   ;10  x   ;77  x   ;972  x   ;9.289  x   ;92.704  x   ;881.073  x   ;;;;
45.;05.11.;MI;0;7;9;4;0;1;6;4.654.281,00   ;1  x   ;2.170.000,00   ;99.385,10   ;5  x   ;30  x   ;280  x   ;2.605  x   ;28.691  x   ;304.641  x   ;;;;
;08.11.;SA;2;5;9;1;4;9;6;11.684.725,50   ;3  x   ;270.000,00   ;68.756,30   ;8  x   ;63  x   ;697  x   ;7.270  x   ;71.707  x   ;739.486  x   ;;;;
46.;12.11.;MI;9;5;4;6;9;9;9;4.516.654,50   ;1  x   ;370.000,00   ;17,20   ;6  x   ;31  x   ;348  x   ;3.545  x   ;25.269  x   ;254.972  x   ;;;;
;15.11.;SA;1;8;3;7;8;1;5;11.653.792,50   ;JP;;777.325,20   ;4  x   ;72  x   ;824  x   ;8.280  x   ;81.029  x   ;849.625  x   ;;;;
47.;19.11.;MI;2;7;7;9;1;2;4;4.831.852,50   ;JP;;1.099.609,80   ;3  x   ;32  x   ;286  x   ;2.860  x   ;28.080  x   ;271.012  x   ;;;;
;22.11.;SA;7;4;7;3;1;4;6;11.862.513,00   ;2  x   ;870.000,00   ;150.839,40   ;10  x   ;77  x   ;783  x   ;7.912  x   ;78.683  x   ;749.515  x   ;;;;
48.;26.11.;MI;9;8;0;9;9;6;7;4.473.255,00   ;JP;;449.205,50   ;2  x   ;22  x   ;283  x   ;2.960  x   ;29.290  x   ;298.934  x   ;;;;
;29.11.;SA;5;0;8;1;7;1;3;11.391.193,50   ;1  x   ;1.170.000,00   ;38.998,10   ;10  x   ;78  x   ;872  x   ;8.469  x   ;81.839  x   ;687.340  x   ;;;;
49.;03.12.;MI;3;0;3;5;4;0;4;5.324.626,50   ;JP;;394.150,70   ;3  x   ;18  x   ;310  x   ;2.870  x   ;26.845  x   ;301.820  x   ;;;;
;06.12.;SA;4;9;0;9;5;8;0;13.273.672,50   ;JP;;1.279.504,70   ;11  x   ;54  x   ;609  x   ;6.260  x   ;62.610  x   ;629.400  x   ;;;;
50.;10.12.;MI;1;1;9;0;4;7;8;5.407.135,50   ;JP;;1.640.160,60   ;2  x   ;32  x   ;366  x   ;3.586  x   ;34.921  x   ;351.970  x   ;;;;
;13.12.;SA;3;9;1;3;0;4;5;13.114.122,00   ;5  x   ;470.000,00   ;164.872,50   ;15  x   ;93  x   ;940  x   ;8.794  x   ;97.439  x   ;940.637  x   ;;;;
51.;17.12.;MI;6;1;9;4;5;4;5;4.793.911,50   ;JP;;484.626,40   ;1  x   ;51  x   ;414  x   ;3.674  x   ;36.117  x   ;349.309  x   ;;;;
;20.12.;SA;5;5;8;0;7;9;2;11.913.859,50   ;JP;;1.279.280,80   ;5  x   ;70  x   ;611  x   ;6.208  x   ;62.136  x   ;638.224  x   ;;;;
52.;24.12.;MI;8;9;1;2;0;7;2;5.546.089,50   ;1  x   ;1.570.000,00   ;79.205,00   ;unbesetzt;32  x   ;299  x   ;2.828  x   ;30.058  x   ;295.531  x   ;;;;
;27.12.;SA;0;0;2;9;9;8;7;11.473.770,00   ;1  x   ;770.000,00   ;74.505,50   ;4  x   ;63  x   ;691  x   ;7.763  x   ;74.606  x   ;785.625  x   ;;;;
53.;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;Gewinne Gesamt;;;34   ;;;296   ;2.681   ;26.717   ;266.385   ;2.634.777   ;26.509.949   ;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
