LOTTO 6aus49;;;;;;;;;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 26. Veranstaltung 2009
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;;;;;;;;;(Öffentliche Ziehung im Deutschen Fernsehen - ARD (Sa), ZDF (Mi))
;;;;;;;;;;;;     Gewinnklasse I;; Gewinnklasse II;;Gewinnklasse III;;Gewinnklasse IV;; Gewinnklasse V;; Gewinnklasse VI;; Gewinnklasse VII;;   Gewinnklasse VIII;
;28.11.;SA;30;33;45;24;34;36;31;6;50.080.170,75;JP;2.504.008,50;3  x  ;667.735,60;14  x  ;89.428,80;737  x  ;4.416,80;2.960  x  ;169,1;52.823  x  ;47,4;75.830  x  ;26,4;1.016.752  x  ;10,8
49.;02.12.;MI;30;32;24;12;31;17;14;9;25.025.577,75;JP;3.755.287,30;JP;1.001.023,10;16  x  ;39.102,40;600  x  ;2.711,10;1.319  x  ;189,7;37.266  x  ;33,5;34.779  x  ;28,7;680.368  x  ;8
;05.12.;SA;7;6;16;42;8;29;15;8;55.669.515,00;JP;6.538.763,00;6  x  ;537.967,20;23  x  ;60.510,30;1.008  x  ;3.589,80;2.756  x  ;201,9;61.926  x  ;44,9;80.739  x  ;27,5;1.201.352  x  ;10,1
50.;09.12.;MI;1;5;26;13;22;29;48;1;26.264.702,25;JP;7.851.998,10;JP;1.050.588,00;12  x  ;54.718,10;711  x  ;2.401,10;1.223  x  ;214,7;35.487  x  ;37;35.238  x  ;29,8;596.918  x  ;9,6
;12.12.;SA;26;4;38;49;18;22;8;5;57.467.249,25;1  x  ;10.725.360,50;7  x  ;478.468,20;45  x  ;31.926,20;1.665  x  ;2.243,40;4.107  x  ;139,9;79.459  x  ;36,1;104.433  x  ;22;1.389.553  x  ;9
51.;16.12.;MI;19;8;18;11;2;38;10;4;23.131.790,25;JP;1.156.589,50;1  x  ;925.271,60;13  x  ;44.484,20;670  x  ;2.244,10;2.102  x  ;110;36.791  x  ;31,4;54.722  x  ;16,9;611.239  x  ;8,3
;19.12.;SA;47;14;18;15;7;29;28;3;51.701.753,25;JP;3.741.677,10;2  x  ;1.034.035,00;18  x  ;71.807,90;835  x  ;4.024,60;2.897  x  ;178,4;48.900  x  ;52,8;80.608  x  ;25,6;964.594  x  ;11,7
52.;23.12.;MI;5;36;28;44;48;2;31;8;26.783.295,75;JP;5.080.841,80;1  x  ;1.071.331,80;10  x  ;66.958,20;426  x  ;4.086,60;1.049  x  ;255,3;23.608  x  ;56,7;34.181  x  ;31,3;473.205  x  ;12,4
;26.12.;SA;24;11;16;7;49;39;21;8;63.088.326,00;1  x  ;8.235.258,10;7  x  ;360.504,70;41  x  ;38.468,40;1.944  x  ;2.109,40;4.591  x  ;137,4;95.326  x  ;33;114.975  x  ;21,9;1.614.546  x  ;8,5
53.;30.12.;MI;37;10;40;25;22;16;8;5;25.223.821,50;JP;1.261.191,00;2  x  ;504.476,40;13  x  ;48.507,30;902  x  ;1.817,60;1.508  x  ;167,2;39.133  x  ;32,2;41.465  x  ;24,3;592.655  x  ;9,3
;02.01.;SA;3;43;30;6;32;31;17;2;52.366.784,25;JP;3.879.530,20;2  x  ;1.047.335,60;32  x  ;40.911,50;961  x  ;3.541,90;3.729  x  ;140,4;53.262  x  ;49,1;117.656  x  ;17,8;1.103.761  x  ;10,4
