LOTTO 6aus49;;;;;;;;;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 26. Kalenderwoche 2013;
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;;;;;;;;;(Öffentliche Ziehung im Deutschen Fernsehen - ARD (Sa), ZDF (Mi));
;;;;;;;;;;;;     Gewinnklasse I;; Gewinnklasse II;;Gewinnklasse III;;Gewinnklasse IV;; Gewinnklasse V;; Gewinnklasse VI;; Gewinnklasse VII;;   Gewinnklasse VIII;;
;26.01.;SA;37;31;33;12;36;28;18;4;44.072.550,00  ;JP;2.203.627,50  ;JP;1.762.902,00  ;10  x  ;110.181,30  ;624  x  ;4.590,80  ;2.312  x  ;190,60  ;44.707  x  ;49,20  ;74.853  x  ;23,50  ;868.173  x  ;11,10  ;
5.;30.01.;MI;4;26;2;5;27;36;19;2;20.768.580,75  ;1  x  ;5.835.701,70  ;unbesetzt;;19  x  ;27.327,00  ;415  x  ;3.252,90  ;1.552  x  ;133,80  ;21.816  x  ;47,50  ;41.979  x  ;19,70  ;438.176  x  ;10,40  ;
;02.02.;SA;34;17;44;28;2;4;40;2;44.903.723,25  ;JP;2.245.186,10  ;5  x  ;359.229,70  ;15  x  ;74.839,50  ;888  x  ;3.286,80  ;2.408  x  ;186,40  ;51.430  x  ;43,60  ;72.106  x  ;24,90  ;960.021  x  ;10,20  ;
6.;06.02.;MI;31;16;14;32;24;7;22;4;20.740.909,50  ;JP;3.282.231,50  ;4  x  ;207.409,00  ;7  x  ;74.074,60  ;460  x  ;2.930,70  ;944  x  ;219,70  ;26.594  x  ;38,90  ;29.065  x  ;28,50  ;494.307  x  ;9,20  ;
;09.02.;SA;22;26;20;5;47;29;25;5;45.262.916,25  ;JP;5.545.377,30  ;4  x  ;452.629,10  ;14  x  ;80.826,60  ;655  x  ;4.491,70  ;1.909  x  ;237,10  ;40.562  x  ;55,70  ;58.367  x  ;31,00  ;815.013  x  ;12,20  ;
7.;13.02.;MI;4;11;38;14;6;15;26;5;21.701.557,50  ;JP;6.630.455,10  ;JP;868.062,30  ;13  x  ;41.733,70  ;387  x  ;3.644,90  ;1.727  x  ;125,60  ;24.756  x  ;43,80  ;47.355  x  ;18,30  ;467.450  x  ;10,20  ;
;16.02.;SA;22;23;24;39;33;6;18;1;47.332.407,00  ;JP;8.997.075,40  ;1  x  ;2.761.358,50  ;26  x  ;45.511,90  ;810  x  ;3.798,20  ;3.528  x  ;134,10  ;53.280  x  ;44,40  ;104.587  x  ;18,10  ;1.062.768  x  ;9,70  ;
8.;20.02.;MI;6;27;20;5;45;36;47;7;24.285.351,75  ;JP;10.211.342,90  ;2  x  ;485.707,00  ;11  x  ;55.193,90  ;360  x  ;4.384,80  ;857  x  ;283,30  ;22.147  x  ;54,80  ;29.127  x  ;33,30  ;457.107  x  ;11,60  ;
;23.02.;SA;49;35;26;17;46;44;47;2;49.597.813,50  ;JP;12.691.233,50  ;4  x  ;495.978,10  ;24  x  ;51.664,30  ;1.172  x  ;2.750,70  ;2.782  x  ;178,20  ;57.451  x  ;43,10  ;95.084  x  ;20,80  ;1.013.548  x  ;10,70  ;
9.;27.02.;MI;28;6;16;33;25;5;10;9;26.588.686,50  ;JP;14.020.667,80  ;1  x  ;1.063.547,40  ;11  x  ;60.428,80  ;555  x  ;3.113,90  ;2.187  x  ;121,50  ;33.816  x  ;39,30  ;59.467  x  ;17,80  ;619.598  x  ;9,40  ;
;02.03.;SA;45;2;17;48;14;4;27;8;53.977.198,50  ;JP;16.719.527,70  ;3  x  ;719.695,90  ;32  x  ;42.169,60  ;903  x  ;3.885,40  ;3.226  x  ;167,30  ;53.518  x  ;50,40  ;93.247  x  ;23,10  ;1.052.898  x  ;11,20  ;
10.;06.03.;MI;10;14;6;15;2;29;41;9;30.557.183,25  ;JP;18.247.386,80  ;5  x  ;244.457,40  ;13  x  ;58.763,80  ;808  x  ;2.458,10  ;1.256  x  ;243,20  ;39.550  x  ;38,60  ;38.393  x  ;31,80  ;652.742  x  ;10,20  ;
;09.03.;SA;2;20;47;14;39;12;16;7;58.917.050,25  ;1  x  ;21.193.239,30  ;5  x  ;471.336,40  ;16  x  ;92.057,80  ;834  x  ;4.591,80  ;2.728  x  ;215,90  ;53.200  x  ;55,30  ;88.318  x  ;26,60  ;1.090.988  x  ;11,80  ;
11.;13.03.;MI;46;3;38;32;29;26;34;7;21.602.178,75  ;JP;1.080.108,90  ;1  x  ;864.087,10  ;10  x  ;54.005,40  ;451  x  ;3.113,30  ;1.202  x  ;179,70  ;29.121  x  ;37,00  ;36.204  x  ;23,80  ;496.712  x  ;9,50  ;
;16.03.;SA;17;39;10;34;4;42;45;7;45.767.170,50  ;JP;3.368.467,40  ;4  x  ;457.671,70  ;18  x  ;63.565,50  ;1.171  x  ;2.540,40  ;2.419  x  ;189,10  ;58.579  x  ;39,00  ;68.108  x  ;26,80  ;1.062.212  x  ;9,40  ;
12.;20.03.;MI;35;17;24;10;37;5;4;7;21.629.304,75  ;JP;4.449.932,60  ;1  x  ;865.172,10  ;10  x  ;54.073,20  ;545  x  ;2.579,60  ;1.326  x  ;163,10  ;28.870  x  ;37,40  ;38.803  x  ;22,20  ;519.326  x  ;9,10  ;
;23.03.;SA;30;37;49;9;41;16;10;2;46.549.519,50  ;JP;6.777.408,50  ;3  x  ;620.660,20  ;24  x  ;48.489,00  ;834  x  ;3.627,90  ;1.885  x  ;246,90  ;59.349  x  ;39,20  ;66.469  x  ;28,00  ;1.056.272  x  ;9,60  ;
13.;27.03.;MI;1;2;3;38;21;13;7;9;23.027.427,00  ;JP;7.928.779,80  ;1  x  ;921.097,00  ;17  x  ;33.863,80  ;507  x  ;2.952,20  ;2.654  x  ;86,70  ;28.586  x  ;40,20  ;67.957  x  ;13,50  ;519.890  x  ;9,70  ;
;30.03.;SA;7;35;39;30;46;31;8;3;49.598.412,75  ;JP;10.408.700,40  ;1  x  ;1.983.936,50  ;15  x  ;82.664,00  ;667  x  ;4.833,40  ;1.975  x  ;251,10  ;49.224  x  ;50,30  ;61.351  x  ;32,30  ;1.000.081  x  ;10,90  ;
14.;03.04.;MI;31;23;21;16;38;29;24;4;23.694.253,50  ;JP;11.593.413,00  ;JP;947.770,10  ;4  x  ;148.089,00  ;337  x  ;4.570,10  ;962  x  ;246,30  ;21.664  x  ;54,60  ;30.125  x  ;31,40  ;442.019  x  ;11,70  ;
;06.04.;SA;30;5;17;34;7;32;35;0;59.452.591,50  ;2  x  ;7.283.021,20  ;9  x  ;369.541,50  ;37  x  ;40.170,60  ;2.121  x  ;1.821,90  ;3.605  x  ;164,90  ;91.041  x  ;32,60  ;103.752  x  ;22,90  ;1.544.426  x  ;8,40  ;
15.;10.04.;MI;43;26;45;27;31;32;16;5;20.669.294,25  ;1  x  ;1.033.464,70  ;3  x  ;275.590,50  ;6  x  ;86.122,00  ;460  x  ;2.920,60  ;1.186  x  ;174,20  ;22.715  x  ;45,40  ;39.064  x  ;21,10  ;427.856  x  ;10,60  ;
;13.04.;SA;28;35;45;15;26;10;4;2;44.498.556,00  ;JP;2.224.927,80  ;6  x  ;296.657,00  ;14  x  ;79.461,70  ;724  x  ;3.995,00  ;2.520  x  ;176,50  ;46.384  x  ;47,90  ;68.872  x  ;25,80  ;828.857  x  ;11,80  ;
16.;17.04.;MI;35;38;45;37;24;9;20;7;23.001.786,00  ;JP;3.375.017,10  ;2  x  ;460.035,70  ;16  x  ;35.940,20  ;392  x  ;3.814,00  ;1.299  x  ;177,00  ;25.442  x  ;45,20  ;34.084  x  ;26,90  ;490.028  x  ;10,30  ;
;20.04.;SA;48;6;36;28;38;31;10;9;44.590.189,50  ;JP;5.604.526,50  ;2  x  ;891.803,70  ;25  x  ;44.590,10  ;644  x  ;4.500,50  ;2.398  x  ;185,90  ;42.321  x  ;52,60  ;68.689  x  ;25,90  ;855.437  x  ;11,40  ;
17.;24.04.;MI;48;39;7;14;19;49;9;0;21.007.562,25  ;JP;6.654.904,60  ;1  x  ;840.302,40  ;29  x  ;18.109,90  ;678  x  ;2.013,90  ;3.583  x  ;58,60  ;32.435  x  ;32,30  ;56.239  x  ;14,90  ;497.528  x  ;9,20  ;
;27.04.;SA;28;11;32;3;10;43;41;3;47.000.034,75  ;JP;9.004.906,30  ;5  x  ;376.000,20  ;32  x  ;36.718,70  ;1.126  x  ;2.713,10  ;2.997  x  ;156,80  ;62.148  x  ;37,80  ;82.841  x  ;22,60  ;1.129.611  x  ;9,10  ;
18.;01.05.;MI;22;12;15;28;16;9;5;9;22.396.531,50  ;JP;10.124.732,80  ;1  x  ;895.861,20  ;13  x  ;43.070,20  ;526  x  ;2.767,60  ;1.845  x  ;121,30  ;27.595  x  ;40,50  ;45.647  x  ;19,60  ;459.937  x  ;10,70  ;
;;;;;;;;;;;;     Gewinnklasse I;; Gewinnklasse II;;Gewinnklasse III;;Gewinnklasse IV;; Gewinnklasse V;; Gewinnklasse VI;; Gewinnklasse VII;;   Gewinnklasse VIII;;   Gewinnklasse IX
;;;Gewinnzahlen in;;;;;;;Su-;Spieleinsatz;6 Treffer + Superzahl;;6 Treffer;; 5 Treffer + Superzahl;;5 Treffer;; 4 Treffer + Superzahl;;4 Treffer;; 3 Treffer + Superzahl;;3 Treffer;; 2 Treffer + Superzahl
VA;2013;Ziehung;gezogener Reihenfolge;;;;;;;per-;;Gewinne/;;Gewinne/;;;;;;;;;;;;;;Festquote 5,- Euro
;;;;;;;;;;zahl;Euro;Jackpot;Euro;Jackpot;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne
18.;04.05.;SA;48;7;5;11;22;21;x;8;64.391.562,00  ;1  x  ;14.245.792,70  ;3  x  ;773.476,00  ;161  x  ;7.206,20  ;1.412  x  ;2.465,00  ;8.394  x  ;138,20  ;70.349  x  ;32,90  ;142.698  x  ;16,20  ;1.188.483  x  ;8,70  ;974.088  x  
19.;08.05.;MI;6;22;42;30;11;4;x;7;26.540.157,00  ;JP;1.698.570,00  ;JP;942.786,30  ;63  x  ;7.482,40  ;519  x  ;2.724,80  ;3.200  x  ;147,30  ;25.306  x  ;37,20  ;58.557  x  ;16,10  ;443.632  x  ;9,50  ;428.729  x  
;11.05.;SA;40;7;32;3;31;41;x;2;56.426.096,00  ;2  x  ;2.654.920,00  ;6  x  ;500.609,20  ;85  x  ;12.122,70  ;965  x  ;3.203,40  ;5.685  x  ;181,20  ;56.027  x  ;36,70  ;109.430  x  ;18,80  ;1.048.630  x  ;8,80  ;798.617  x  
20.;15.05.;MI;29;16;45;4;38;2;x;2;24.840.773,00  ;JP;1.589.809,40  ;2  x  ;467.584,10  ;29  x  ;16.123,50  ;285  x  ;4.921,90  ;1.905  x  ;245,40  ;17.537  x  ;53,30  ;37.686  x  ;24,80  ;350.991  x  ;11,90  ;295.779  x  
;18.05.;SA;16;32;20;2;1;22;x;6;56.331.457,00  ;JP;5.195.022,60  ;4  x  ;522.159,70  ;79  x  ;13.219,20  ;628  x  ;4.988,70  ;4.988  x  ;209,30  ;42.296  x  ;49,30  ;94.640  x  ;22,00  ;811.910  x  ;11,50  ;734.825  x  
21.;22.05.;MI;6;35;23;8;36;24;x;8;24.658.139,00  ;JP;6.773.143,40  ;1  x  ;903.945,30  ;32  x  ;14.124,10  ;341  x  ;3.976,20  ;2.199  x  ;205,50  ;18.795  x  ;48,00  ;44.883  x  ;20,10  ;365.630  x  ;11,10  ;342.299  x  
;25.05.;SA;29;25;23;17;3;44;x;0;57.098.330,00  ;JP;10.427.436,50  ;2  x  ;1.085.398,50  ;70  x  ;15.505,60  ;726  x  ;4.485,10  ;4.375  x  ;248,00  ;48.951  x  ;44,30  ;83.911  x  ;25,80  ;962.231  x  ;10,10  ;637.380  x  
22.;29.05.;MI;40;2;41;14;7;5;x;5;28.338.014,00  ;JP;12.241.069,30  ;1  x  ;1.019.011,90  ;72  x  ;7.076,40  ;486  x  ;3.145,00  ;3.087  x  ;165,00  ;24.247  x  ;42,00  ;57.912  x  ;17,50  ;457.921  x  ;10,00  ;433.051  x  
;01.06.;SA;2;30;28;13;36;32;x;1;60.064.120,00  ;JP;16.085.172,90  ;1  x  ;2.289.591,10  ;56  x  ;20.442,70  ;646  x  ;5.316,30  ;3.986  x  ;287,20  ;40.945  x  ;55,90  ;81.009  x  ;28,20  ;839.252  x  ;12,20  ;658.409  x  
23.;05.06.;MI;47;30;21;49;39;19;x;1;31.211.729,00  ;JP;18.082.723,50  ;3  x  ;394.077,20  ;40  x  ;14.777,80  ;520  x  ;3.410,20  ;2.694  x  ;219,40  ;27.527  x  ;42,90  ;48.486  x  ;24,30  ;502.574  x  ;10,50  ;357.199  x  
;08.06.;SA;12;38;47;26;3;30;x;3;63.648.910,00  ;2  x  ;11.078.126,80  ;14  x  ;164.679,00  ;272  x  ;4.238,00  ;2.189  x  ;1.579,80  ;9.155  x  ;125,90  ;77.227  x  ;29,80  ;139.400  x  ;16,50  ;1.189.726  x  ;8,70  ;939.172  x  
24.;12.06.;MI;6;15;5;7;23;10;x;6;24.516.805,00  ;1  x  ;1.569.075,50  ;4  x  ;218.563,90  ;98  x  ;4.460,40  ;788  x  ;1.664,10  ;4.035  x  ;108,30  ;33.924  x  ;25,70  ;61.950  x  ;14,10  ;518.250  x  ;7,50  ;389.354  x  
;15.06.;SA;14;16;49;43;6;25;x;1;53.265.706,00  ;JP;3.409.005,10  ;4  x  ;508.185,30  ;91  x  ;11.168,90  ;922  x  ;3.307,00  ;4.010  x  ;253,40  ;42.898  x  ;47,30  ;74.807  x  ;27,10  ;794.871  x  ;11,50  ;579.287  x  
25.;19.06.;MI;18;42;19;49;29;3;x;5;23.783.516,00  ;JP;4.931.150,10  ;JP;863.444,20  ;34  x  ;12.697,70  ;343  x  ;3.775,90  ;2.386  x  ;180,90  ;20.172  x  ;42,80  ;45.782  x  ;18,80  ;373.770  x  ;10,30  ;347.034  x  
;22.06.;SA;10;19;31;43;5;35;x;8;53.867.149,00  ;2  x  ;4.189.323,80  ;9  x  ;311.416,90  ;188  x  ;5.157,70  ;1.577  x  ;1.844,60  ;7.662  x  ;126,50  ;62.540  x  ;31,00  ;121.434  x  ;15,90  ;989.645  x  ;8,80  ;818.598  x  
26.;26.06.;MI;31;22;32;39;2;43;x;2;24.465.891,00  ;JP;1.565.817,00  ;JP;916.469,30  ;20  x  ;22.911,70  ;262  x  ;5.246,90  ;1.977  x  ;231,70  ;17.283  x  ;53,00  ;38.041  x  ;24,00  ;347.600  x  ;11,80  ;300.487  x  
;29.06.;SA;36;43;22;28;7;44;x;9;54.260.017,00  ;1  x  ;5.038.458,00  ;2  x  ;1.493.297,70  ;59  x  ;17.543,40  ;763  x  ;4.069,70  ;4.499  x  ;230,00  ;44.362  x  ;46,60  ;73.289  x  ;28,20  ;715.975  x  ;13,00  ;591.221  x  
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LOTTO 6aus49;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 27. - 52. Kalenderwoche 2013
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;;;;;;;;;;(Öffentliche Bekanntgabe im Deutschen Fernsehen - ARD (Sa), ZDF (Mi))
;;;;;;;;;;;;     Gewinnklasse I;; Gewinnklasse II;;Gewinnklasse III;;Gewinnklasse IV;; Gewinnklasse V;; Gewinnklasse VI;; Gewinnklasse VII;;   Gewinnklasse VIII;;   Gewinnklasse IX
;;;Gewinnzahlen in;;;;;;;Su-;Spieleinsatz;6 Treffer + Superzahl;;6 Treffer;; 5 Treffer + Superzahl;;5 Treffer;; 4 Treffer + Superzahl;;4 Treffer;; 3 Treffer + Superzahl;;3 Treffer;; 2 Treffer + Superzahl
KW;2013;Ziehung;gezogener Reihenfolge;;;;;;;per-;;Gewinne/;;Gewinne/;;;;;;;;;;;;;;Festquote 5,- Euro
;;;;;;;;;;zahl;Euro;Jackpot;Euro;Jackpot;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne
27.;03.07.;MI;36;9;13;17;7;14;x;2;22.975.944,00  ;1  x  ;2.318.836,00  ;unbesetzt;;37  x  ;11.464,50  ;340  x  ;3.742,80  ;2.261  x  ;187,60  ;23.468  x  ;36,10  ;42.038  x  ;20,10  ;425.174  x  ;8,90  ;306.751  x  
;06.07.;SA;11;17;49;8;20;3;x;9;51.556.399,00  ;1  x  ;3.299.609,50  ;6  x  ;314.767,90  ;164  x  ;5.757,90  ;1.441  x  ;1.965,90  ;6.117  x  ;154,30  ;58.758  x  ;32,10  ;102.650  x  ;18,30  ;991.335  x  ;8,50  ;718.503  x  
28.;10.07.;MI;41;16;19;11;29;43;x;9;22.244.446,00  ;JP;1.423.644,50  ;2  x  ;417.258,10  ;39  x  ;10.698,90  ;345  x  ;3.628,30  ;1.985  x  ;210,20  ;18.544  x  ;45,00  ;35.025  x  ;23,80  ;342.910  x  ;10,90  ;270.683  x  
;13.07.;SA;18;3;48;28;29;38;x;1;51.370.409,00  ;2  x  ;2.355.675,30  ;6  x  ;325.620,80  ;182  x  ;5.367,30  ;2.165  x  ;1.353,60  ;5.713  x  ;170,90  ;60.980  x  ;32,00  ;76.430  x  ;25,50  ;808.021  x  ;10,80  ;572.050  x  
29.;17.07.;MI;17;38;20;28;26;11;x;3;21.974.525,00  ;1  x  ;1.406.369,60  ;1  x  ;795.991,20  ;58  x  ;6.861,90  ;393  x  ;3.038,10  ;2.558  x  ;155,50  ;22.204  x  ;35,80  ;45.486  x  ;17,40  ;389.655  x  ;9,10  ;324.196  x  
;20.07.;SA;3;46;33;11;29;18;x;4;50.137.346,00  ;1  x  ;3.208.790,10  ;5  x  ;367.292,90  ;150  x  ;6.121,50  ;1.240  x  ;2.221,50  ;5.906  x  ;155,40  ;54.570  x  ;33,60  ;99.245  x  ;18,50  ;916.126  x  ;9,00  ;699.047  x  
30.;24.07.;MI;15;28;31;8;2;36;x;6;21.538.861,00  ;JP;1.378.487,10  ;3  x  ;268.228,10  ;31  x  ;12.978,70  ;310  x  ;3.893,60  ;1.990  x  ;202,10  ;16.806  x  ;47,80  ;35.948  x  ;22,30  ;306.874  x  ;11,70  ;268.820  x  
;27.07.;SA;34;20;11;31;30;40;x;0;49.595.279,00  ;JP;4.552.584,90  ;4  x  ;474.890,10  ;130  x  ;7.306,00  ;1.175  x  ;2.424,90  ;5.222  x  ;181,80  ;57.177  x  ;33,20  ;81.432  x  ;23,30  ;901.699  x  ;9,40  ;525.587  x  
31.;31.07.;MI;38;6;3;47;39;26;x;7;23.485.820,00  ;JP;6.055.677,30  ;2  x  ;412.085,60  ;69  x  ;5.972,20  ;535  x  ;2.310,70  ;3.650  x  ;112,90  ;26.880  x  ;30,60  ;58.011  x  ;14,20  ;429.854  x  ;8,60  ;399.621  x  
;03.08.;SA;31;47;19;25;6;40;x;2;52.640.929,00  ;1  x  ;9.424.696,70  ;6  x  ;323.775,50  ;128  x  ;7.588,40  ;1.303  x  ;2.236,30  ;6.338  x  ;153,20  ;60.032  x  ;32,30  ;104.998  x  ;18,50  ;999.981  x  ;8,70  ;704.983  x  
32.;07.08.;MI;42;24;14;36;16;11;x;4;22.120.653,00  ;JP;1.415.721,70  ;1  x  ;828.085,90  ;21  x  ;19.716,30  ;321  x  ;3.869,50  ;1.807  x  ;229,10  ;16.644  x  ;49,70  ;34.978  x  ;23,60  ;314.405  x  ;11,80  ;272.749  x  
;10.08.;SA;31;39;36;9;3;17;x;7;50.719.540,00  ;JP;4.661.772,20  ;5  x  ;352.706,90  ;177  x  ;4.981,70  ;1.222  x  ;2.164,70  ;8.510  x  ;103,60  ;62.040  x  ;28,40  ;134.810  x  ;13,00  ;991.412  x  ;8,00  ;895.674  x  
33.;14.08.;MI;9;39;8;3;34;35;x;3;23.455.260,00  ;JP;6.162.908,80  ;1  x  ;850.155,30  ;30  x  ;14.169,20  ;315  x  ;4.048,30  ;1.937  x  ;219,40  ;17.306  x  ;49,10  ;43.701  x  ;19,40  ;365.470  x  ;10,40  ;344.988  x  
;17.08.;SA;13;42;28;19;17;25;x;8;52.307.434,00  ;JP;9.510.584,50  ;JP;1.872.779,10  ;107  x  ;8.751,30  ;896  x  ;3.135,20  ;6.017  x  ;155,60  ;47.983  x  ;39,00  ;112.594  x  ;16,60  ;906.174  x  ;9,30  ;815.650  x  
34.;21.08.;MI;15;5;29;21;27;48;x;1;26.215.442,00  ;JP;11.188.372,70  ;1  x  ;2.868.534,30  ;38  x  ;13.102,00  ;336  x  ;4.445,30  ;2.114  x  ;235,50  ;19.991  x  ;49,80  ;38.530  x  ;25,80  ;375.424  x  ;11,90  ;294.476  x  
;24.08.;SA;30;6;29;27;2;25;x;3;55.775.893,00  ;JP;14.758.029,80  ;5  x  ;409.955,00  ;108  x  ;9.489,70  ;958  x  ;3.209,40  ;5.735  x  ;178,70  ;50.354  x  ;40,70  ;102.344  x  ;20,00  ;907.754  x  ;10,10  ;764.107  x  
35.;28.08.;MI;29;35;3;22;2;37;x;9;28.692.814,00  ;JP;16.594.369,80  ;JP;1.087.843,60  ;19  x  ;28.627,40  ;226  x  ;7.220,20  ;1.591  x  ;341,80  ;16.186  x  ;67,20  ;37.254  x  ;29,20  ;361.516  x  ;13,50  ;326.326  x  
;31.08.;SA;39;22;44;37;26;1;x;4;62.063.273,00  ;JP;20.566.419,20  ;JP;3.430.254,80  ;95  x  ;12.328,40  ;572  x  ;6.142,60  ;4.324  x  ;270,80  ;38.812  x  ;60,30  ;87.134  x  ;26,80  ;803.153  x  ;13,10  ;727.095  x  
36.;04.09.;MI;34;19;17;38;31;1;x;9;34.622.278,00  ;JP;22.782.244,90  ;2  x  ;2.357.082,30  ;65  x  ;9.876,20  ;629  x  ;3.061,70  ;3.779  x  ;169,80  ;34.710  x  ;36,90  ;64.655  x  ;19,80  ;626.390  x  ;9,20  ;451.243  x  
;07.09.;SA;43;22;24;37;41;12;x;9;67.276.406,00  ;2  x  ;13.543.967,40  ;5  x  ;506.037,80  ;80  x  ;15.813,60  ;989  x  ;3.837,40  ;5.387  x  ;234,80  ;55.038  x  ;45,90  ;104.955  x  ;24,10  ;1.031.872  x  ;11,00  ;806.124  x  
37.;11.09.;MI;12;40;48;42;28;16;x;3;23.906.597,00  ;JP;1.530.022,20  ;JP;888.812,60  ;38  x  ;11.694,90  ;342  x  ;3.898,30  ;2.057  x  ;216,00  ;18.560  x  ;47,80  ;40.143  x  ;22,10  ;350.409  x  ;11,40  ;307.030  x  
;14.09.;SA;23;22;21;30;10;40;x;2;53.596.079,00  ;1  x  ;4.960.171,20  ;7  x  ;414.788,30  ;88  x  ;11.447,10  ;882  x  ;3.426,30  ;4.530  x  ;222,30  ;44.844  x  ;44,90  ;89.193  x  ;22,50  ;851.732  x  ;10,60  ;644.167  x  
38.;18.09.;MI;46;11;4;20;30;21;x;3;22.756.400,00  ;JP;1.456.409,60  ;JP;837.033,00  ;49  x  ;8.541,10  ;408  x  ;3.077,30  ;2.285  x  ;183,10  ;21.745  x  ;38,40  ;41.773  x  ;20,00  ;374.254  x  ;10,00  ;310.292  x  
;21.09.;SA;22;32;8;40;13;43;x;8;51.721.405,00  ;JP;4.766.579,50  ;4  x  ;683.342,40  ;85  x  ;11.154,90  ;760  x  ;3.742,70  ;4.636  x  ;204,50  ;37.103  x  ;51,10  ;91.482  x  ;20,70  ;715.564  x  ;11,90  ;717.433  x  
39.;25.09.;MI;7;43;14;26;30;33;x;3;23.851.529,00  ;JP;6.293.077,30  ;2  x  ;435.262,00  ;31  x  ;14.040,70  ;339  x  ;3.851,80  ;2.131  x  ;204,20  ;18.712  x  ;46,50  ;42.721  x  ;20,30  ;372.027  x  ;10,50  ;338.805  x  
;28.09.;SA;31;23;37;3;41;32;x;2;53.617.180,00  ;JP;9.724.576,80  ;3  x  ;659.515,10  ;102  x  ;9.698,70  ;931  x  ;3.187,70  ;6.457  x  ;153,20  ;59.874  x  ;33,00  ;104.519  x  ;18,90  ;1.001.939  x  ;8,80  ;718.327  x  
40.;02.10.;MI;46;17;42;27;43;47;x;3;27.731.928,00  ;JP;11.499.420,10  ;2  x  ;515.623,00  ;34  x  ;15.165,30  ;353  x  ;4.382,00  ;2.583  x  ;199,60  ;21.972  x  ;46,90  ;48.045  x  ;21,40  ;406.848  x  ;11,40  ;355.732  x  
