Lotto 6 aus 49   am Samstag;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 52. Veranstaltung 1990
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; Gewinnklasse I;;Gewinnklasse II;;Gewinnklasse III;; Gewinnklasse IV;;   Gewinnklasse V;
;;Gewinnzahlen in;;;;;;Zu-;Spieleinsatz;6 Treffer;; 5 Treffer +;;5 Treffer;;4 Treffer;;3 Treffer;
VA;1990;gezogener Reihenfolge;;;;;;satz-;;;;Zusatzzahl;;;;;;;
;;;;;;;;zahl;DM;Gewinne;DM;Gewinne;    DM;Gewinne;  DM;Gewinne;DM;Gewinne;DM
43.;27.10.;25 ;5 ;11 ;26 ;19 ;23 ;27 ;101.711.902,00 ;4  x  ;1.907.098,10 ;73  x  ;52.249,20 ;3.204  x     ;3.571,30 ;161.171  x    ;70,90 ;2.523.913  x;6,50  
44.;03.11.;33 ;27 ;42 ;49 ;3 ;25 ;21 ;101.450.896,00 ;4  x  ;1.902.204,30 ;56  x  ;67.935,80 ;1.806  x     ;6.319,60 ;107.590  x    ;106,00 ;2.014.657  x;8,10  
45.;10.11.;12 ;42 ;3 ;37 ;18 ;24 ;38 ;104.039.865,00 ;30  x  ;260.099,60 ;75  x  ;52.019,90 ;4.153  x     ;2.818,30 ;161.978  x    ;72,20 ;2.325.689  x;7,20  
46.;17.11.;49 ;34 ;25 ;17 ;14 ;15 ;41 ;103.332.280,00 ;2  x  ;3.874.960,50 ;21  x  ;184.521,90 ;957  x     ;12.147,20 ;69.386  x    ;167,50 ;1.567.855  x;10,70  
47.;24.11.;15 ;30 ;24 ;43 ;46 ;32 ;5 ;101.312.903,00 ;4  x  ;1.899.616,90 ;25  x  ;151.969,30 ;1.234  x     ;9.236,30 ;84.317  x    ;135,10 ;1.502.858  x;10,90  
48.;01.12.;33 ;36 ;2 ;47 ;6 ;18 ;43 ;115.917.472,00 ;17  x  ;511.400,60 ;39  x  ;111.459,10 ;2.378  x     ;5.483,90 ;113.129  x    ;115,20 ;2.018.177  x;9,30  
49.;08.12.;34 ;13 ;49 ;42 ;18 ;6 ;15 ;106.098.154,00 ;13  x  ;612.104,70 ;20  x  ;198.934,00 ;1.907  x     ;6.259,00 ;93.794  x    ;127,20 ;1.718.134  x;10,00  
50.;15.12.;40 ;43 ;26 ;7 ;8 ;37 ;9 ;106.427.684,00 ;5  x  ;1.596.415,20 ;39  x  ;102.334,30 ;1.320  x     ;9.070,50 ;83.264  x    ;143,70 ;1.723.199  x;10,00  
51.;22.12.;40 ;37 ;19 ;3 ;25 ;24 ;5 ;112.901.190,00 ;17  x  ;498.093,40 ;106  x  ;39.941,40 ;3.609  x     ;3.519,30 ;168.083  x    ;75,50 ;2.688.008  x;6,80  
52.;29.12.;13 ;18 ;32 ;5 ;29 ;35 ;37 ;106.128.506,00 ;9  x  ;884.404,20 ;46  x  ;86.517,80 ;2.019  x     ;5.913,50 ;104.751  x    ;113,90 ;1.839.070  x;9,30  
;;;;;;;;;;;;;;;;;;;
